"REF_DATE","GEO","DGUID","Funder","Performer","Science type","Prices","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","784","","","","0"
"2006","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","827","","","","0"
"2007","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","953","","","","0"
"2008","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1015","","","","0"
"2009","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","944","","","","0"
"2010","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1068","","","","0"
"2011","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1153","","","","0"
"2012","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1117","","","","0"
"2013","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1171","","","","0"
"2014","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1420","","","","0"
"2015","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1573","","","","0"
"2016","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1773","","","","0"
"2017","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1839","","","","0"
"2018","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1823","","","","0"
"2019","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1707","","","","0"
"2020","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","1611","","","","0"
"2021","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","2021","","","","0"
"2022","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","2043","","","","0"
"2023","Canada","2016A000011124","Funder: private non-profit sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682145","1.8.1.2.1","2067","","","","0"
"2000","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2001","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2002","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2003","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2004","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2005","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2006","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2007","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","..","","","0"
"2008","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2009","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","0s","","","0"
"2010","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","0s","","","0"
"2011","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","0s","","","0"
"2012","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2013","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2014","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2015","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2016","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2017","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2018","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","","0s","","","0"
"2019","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2020","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2021","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2022","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2023","Canada","2016A000011124","Funder: private non-profit sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v79918422","1.8.4.2.1","1","","","","0"
"2010","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","","..","","","0"
"2011","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","","..","","","0"
"2012","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","","..","","","0"
"2013","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","","..","","","0"
"2014","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","146","","","","0"
"2015","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","212","","","","0"
"2016","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","251","","","","0"
"2017","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","282","","","","0"
"2018","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","252","","","","0"
"2019","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","82","","","","0"
"2020","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","53","","","","0"
"2021","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","231","","","","0"
"2022","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","239","","","","0"
"2023","Canada","2016A000011124","Funder: private non-profit sector","Performer: business enterprise sector","Total sciences","Current prices","Dollars","81","millions","6","v113440697","1.8.6.2.1","245","","","","0"
"2000","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","418","","","","0"
"2001","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","509","","","","0"
"2002","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","604","","","","0"
"2003","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","599","","","","0"
"2004","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","685","","","","0"
"2005","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","742","","","","0"
"2006","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","776","","","","0"
"2007","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","890","","","","0"
"2008","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","949","","","","0"
"2009","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","901","","","","0"
"2010","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1029","","","","0"
"2011","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1127","","","","0"
"2012","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1081","","","","0"
"2013","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1137","","","","0"
"2014","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1235","","","","0"
"2015","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1309","","","","0"
"2016","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1467","","","","0"
"2017","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1495","","","","0"
"2018","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1516","","","","0"
"2019","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1587","","","","0"
"2020","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1506","","","","0"
"2021","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1733","","","","0"
"2022","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1753","","","","0"
"2023","Canada","2016A000011124","Funder: private non-profit sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617733","1.8.7.2.1","1770","","","","0"
"2000","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","27","","","","0"
"2001","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","26","","","","0"
"2002","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","24","","","","0"
"2003","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","39","","","","0"
"2004","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","50","","","","0"
"2005","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","42","","","","0"
"2006","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","51","","","","0"
"2007","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","63","","","","0"
"2008","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","65","","","","0"
"2009","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","42","","","","0"
"2010","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","38","","","","0"
"2011","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","26","","","","0"
"2012","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","35","","","","0"
"2013","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","33","","","","0"
"2014","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","37","","","","0"
"2015","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","51","","","","0"
"2016","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","54","","","","0"
"2017","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","61","","","","0"
"2018","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","55","","","","0"
"2019","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","38","","","","0"
"2020","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","52","","","","0"
"2021","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","57","","","","0"
"2022","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","52","","","","0"
"2023","Canada","2016A000011124","Funder: private non-profit sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617772","1.8.8.2.1","52","","","","0"
"2000","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","3582","","","","0"
"2001","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2915","","","","0"
"2002","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","1925","","","","0"
"2003","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2158","","","","0"
"2004","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2389","","","","0"
"2005","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2460","","","","0"
"2006","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2252","","","","0"
"2007","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2780","","","","0"
"2008","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2211","","","","0"
"2009","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2131","","","","0"
"2010","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2001","","","","0"
"2011","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","1891","","","","0"
"2012","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","1854","","","","0"
"2013","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","1895","","","","0"
"2014","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","2784","","","","0"
"2015","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","3291","","","","0"
"2016","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","3769","","","","0"
"2017","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","3187","","","","0"
"2018","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","3524","","","","0"
"2019","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","4162","","","","0"
"2020","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","4132","","","","0"
"2021","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","4894","","","","0"
"2022","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","5059","","","","0"
"2023","Canada","2016A000011124","Funder: foreign sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682147","1.9.1.2.1","5179","","","","0"
"2000","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2001","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2002","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2003","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2004","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2005","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2006","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2007","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2008","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2009","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2010","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2011","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2012","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2013","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2014","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2015","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2016","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2017","Canada","2016A000011124","Funder: foreign sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v29515877","1.9.3.2.1","","..","","","0"
"2000","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","7","","","","0"
"2001","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2002","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2003","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","","0s","","","0"
"2004","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","","0s","","","0"
"2005","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","","0s","","","0"
"2006","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","","0s","","","0"
"2007","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2008","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2009","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","","0s","","","0"
"2010","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2011","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2012","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","2","","","","0"
"2013","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2014","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2015","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","1","","","","0"
"2016","Canada","2016A000011124","Funder: foreign sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617568","1.9.4.2.1","","0s","","","0"
